500	294.37869
500.39374	288.922
500.78751	286.06622
501.18124	275.22284
501.57501	275.11938
501.96875	287.81372
502.36252	299.50803
502.75626	285.56567
503.15002	292.69519
503.54376	295.33951
503.93753	284.6391
504.33127	285.90359
504.72504	291.42496
505.11877	285.84558
505.51254	274.95062
505.90628	267.71899
506.30005	278.67279
506.69379	282.918
507.08755	280.10663
507.48129	279.04785
507.87506	287.14468
508.2688	284.28662
508.66257	279.73218
509.0563	282.53549
509.45007	285.93039
509.84381	278.09036
510.23755	288.68756
510.63132	292.36588
511.02505	293.11734
511.41882	293.08203
511.81256	293.39972
512.2063	300.22488
512.6001	305.04456
512.99384	304.40173
513.38757	301.4838
513.78131	309.23636
514.17511	311.11444
514.56885	304.20709
514.96259	303.23407
515.35632	312.33542
515.75012	309.63385
516.14386	323.9162
516.5376	316.85742
516.93134	304.70248
517.32513	304.25504
517.71887	309.18265
518.11261	313.40048
518.50635	307.71106
518.90015	302.86362
519.29388	310.50128
519.68762	313.66791
520.08136	313.67087
520.4751	311.20938
520.8689	308.75082
521.26263	309.20001
521.65637	309.20001
522.05011	303.88663
522.44391	308.41254
522.83765	317.70853
523.23138	314.52414
523.62512	311.19794
524.01892	300.84781
524.41266	296.03961
524.8064	296.48935
525.20013	289.51846
525.59393	291.43307
525.98767	285.53293
526.38141	278.86075
526.77515	275.263
527.16895	273.67188
527.56268	267.85022
527.95642	257.18204
528.35016	251.17903
528.74396	251.43324
529.1377	240.45309
529.53143	243.85735
529.92517	245.29446
530.31897	244.6212
530.71271	241.56837
531.10645	229.15297
531.50018	230.35318
531.89392	223.82141
532.28772	219.58038
532.68146	227.55901
533.0752	232.33594
533.46893	229.57304
533.86273	234.74112
534.25647	240.11165
534.65021	235.28873
535.04395	236.24423
535.43774	243.46443
535.83148	242.57545
536.22522	241.32765
536.61896	253.00562
537.01276	256.19138
537.40649	257.83087
537.80023	264.65939
538.19397	274.35638
538.58777	280.24408
538.98151	285.97922
539.37524	299.11438
539.76898	313.48883
540.16278	325.64923
540.55652	334.1741
540.95026	360.67734
541.34399	381.31747
541.73773	393.02112
542.13153	403.25439
542.52527	429.70953
542.91901	439.01291
543.31274	441.51825
543.70654	442.84247
544.10028	442.35388
544.49402	431.83298
544.88776	415.54257
545.28156	402.92725
545.67529	395.42999
546.06903	387.8396
546.46277	364.71976
546.85657	357.98206
547.25031	357.88849
547.64404	354.58932
548.03778	342.74319
548.43158	324.24503
548.82532	331.02576
549.21906	343.49899
549.61279	350.34915
550.00659	347.36163
550.40033	343.85254
550.79407	357.36832
551.18781	363.70621
551.58154	370.97473
551.97534	384.66742
552.36908	395.83563
552.76282	409.04614
553.15656	420.23727
553.55035	438.99063
553.94409	467.92868
554.33783	483.08929
554.73157	516.19952
555.12537	543.91425
555.5191	570.11707
555.91284	603.41742
556.30658	656.89178
556.70038	700.81293
557.09412	731.73792
557.48785	764.60345
557.88159	811.74933
558.27539	863.32092
558.66913	910.38556
559.06287	920.66492
559.4566	926.85217
559.8504	953.85608
560.24414	929.58105
560.63788	889.2002
561.03162	869.60779
561.42535	861.47803
561.81915	846.20984
562.21289	808.03589
562.60663	779.56476
563.00037	766.63074
563.39417	764.35388
563.7879	765.98718
564.18164	772.69635
564.57538	768.76074
564.96918	759.83557
565.36292	763.14838
565.75665	785.73499
566.15039	759.74396
566.54419	764.20477
566.93793	763.00641
567.33167	749.87122
567.7254	726.81726
568.1192	699.53589
568.51294	684.62573
568.90668	673.04767
569.30042	655.13208
569.69421	626.04919
570.08795	610.06299
570.48169	588.09277
570.87543	561.961
571.26917	544.69397
571.66296	543.45929
572.0567	516.91559
572.45044	513.89044
572.84418	508.99268
573.23798	502.90195
573.63171	501.56345
574.02545	504.77539
574.41919	517.41418
574.81299	531.88403
575.20673	541.02393
575.60046	543.7276
575.9942	570.55426
576.388	615.96393
576.78174	648.41431
577.17548	683.19641
577.56921	740.67218
577.96301	815.71265
578.35675	862.43768
578.75049	927.91919
579.14423	989.01526
579.53802	1014.5213
579.93176	997.23682
580.3255	981.73267
580.71924	940.17529
581.11304	894.73016
581.50677	861.47009
581.90051	795.56732
582.29425	734.48682
582.68799	673.71234
583.08179	613.78741
583.47552	559.44812
583.86926	528.06842
584.263	505.27228
584.6568	478.3006
585.05054	456.72037
585.44427	444.45309
585.83801	420.59222
586.23181	410.23306
586.62555	406.77045
587.01929	397.70535
587.41302	382.01285
587.80682	388.92892
588.20056	380.14529
588.5943	377.76938
588.98804	382.13553
589.38184	385.31824
589.77557	366.09427
590.16931	390.94431
590.56305	407.38715
590.95685	410.74698
591.35059	410.35074
591.74432	434.06616
592.13806	447.98492
592.5318	452.72021
592.9256	468.14151
593.31934	499.67422
593.71307	531.7301
594.10681	546.89874
594.50061	562.96106
594.89435	588.08228
595.28809	622.883
595.68182	659.75641
596.07562	689.70673
596.46936	707.91418
596.8631	735.31964
597.25684	773.74591
597.65063	808.22095
598.04437	849.75391
598.43811	888.16528
598.83185	910.40747
599.22565	914.66467
599.61938	908.78107
600.01312	934.28455
600.40686	931.93225
600.80066	930.12555
601.1944	926.19238
601.58813	906.18976
601.98187	911.82825
602.37561	909.87897
602.76941	907.18323
603.16315	908.08844
603.55688	915.14435
603.95062	925.29492
604.34442	929.9566
604.73816	936.10315
605.1319	938.59314
605.52563	931.82758
605.91943	923.93073
606.31317	951.17468
606.70691	960.4422
607.10065	962.44995
607.49445	968.73767
607.88818	949.55493
608.28192	947.06775
608.67566	933.3985
609.06946	921.59589
609.4632	917.13306
609.85693	894.72339
610.25067	880.55688
610.64447	871.57819
611.03821	847.25226
611.43195	809.75592
611.82568	800.24152
612.21942	776.67828
612.61322	755.38019
613.00696	728.11566
613.4007	697.19757
613.79443	677.10486
614.18823	653.8775
614.58197	631.88062
614.97571	596.05084
615.36945	561.97748
615.76324	563.55383
616.15698	537.25519
616.55072	525.41504
616.94446	520.08112
617.33826	512.68494
617.73199	494.2128
618.12573	452.57626
618.51947	441.07089
618.91327	436.96628
619.30701	438.01111
619.70074	443.57474
620.09448	428.30267
620.48828	410.71445
620.88202	402.55627
621.27576	399.71689
621.66949	398.73953
622.06323	409.71762
622.45703	415.62772
622.85077	414.4537
623.24451	413.41168
623.63824	417.60254
624.03204	425.6767
624.42578	446.77222
624.81952	456.29541
625.21326	459.57693
625.60706	468.34534
626.00079	499.79684
626.39453	497.21246
626.78827	529.5061
627.18207	562.29279
627.57581	588.91272
627.96954	624.39563
628.36328	677.71167
628.75708	715.19537
629.15082	755.12079
629.54456	804.46393
629.93829	859.83392
630.33209	879.70874
630.72583	904.14282
631.11957	933.83954
631.51331	946.27576
631.9071	929.28119
632.30084	932.67572
632.69458	916.18878
633.08832	885.63208
633.48206	864.24426
633.87585	857.97253
634.26959	830.81281
634.66333	816.47211
635.05707	784.84601
635.45087	750.17163
635.8446	724.84003
636.23834	715.14978
636.63208	692.18756
637.02588	660.31097
637.41962	630.32074
637.81335	604.30432
638.20709	577.95782
638.60089	551.91998
638.99463	552.62946
639.38837	537.2226
639.7821	514.22632
640.1759	504.74771
640.56964	478.70331
640.96338	465.18658
641.35712	455.49432
641.75092	449.28351
642.14465	445.79077
642.53839	438.6713
642.93213	424.90353
643.32587	406.14661
643.71967	396.71912
644.1134	399.60001
644.50714	399.60001
644.90088	375.2388
645.29468	373.71896
645.68842	377.35602
646.08215	375.23502
646.47589	364.17441
646.86969	355.27057
647.26343	353.20541
647.65717	349.07605
648.0509	343.04453
648.4447	340.21011
648.83844	351.05936
649.23218	338.35004
649.62592	329.58841
650.01971	328.51041
650.41345	331.94452
650.80719	331.62061
651.20093	333.26822
651.59473	338.36371
651.98846	337.29077
652.3822	330.34576
652.77594	331.78085
653.16968	324.16638
653.56348	336.20969
653.95721	336.82193
654.35095	330.44327
654.74469	342.71603
655.13849	347.2529
655.53223	357.88168
655.92596	357.53436
656.3197	357.78989
656.7135	371.27975
657.10724	373.38669
657.50098	375.5015
657.89471	378.26294
658.28851	384.94675
658.68225	392.39459
659.07599	384.45111
659.46973	402.80157
659.86353	407.44025
660.25726	405.14877
660.651	400.87451
661.04474	396.63126
661.43854	407.70352
661.83228	415.05798
662.22601	418.92322
662.61975	418.86169
663.01349	416.4447
663.40729	425.89111
663.80103	424.85297
664.19476	423.36798
664.5885	422.1218
664.9823	423.21481
665.37604	436.02972
665.76978	436.44495
666.16351	438.16605
666.55731	444.6203
666.95105	450.1022
667.34479	441.97006
667.73853	454.46368
668.13232	450.7662
668.52606	454.33273
668.9198	460.75861
669.31354	458.02066
669.70734	473.50299
670.10107	458.45325
670.49481	442.45157
670.88855	431.28189
671.28235	421.67609
671.67609	400.57242
672.06982	380.94214
672.46356	364.97888
672.85736	349.8042
673.2511	337.51355
673.64484	334.07748
674.03857	308.74664
674.43231	291.85965
674.82611	271.51871
675.21985	253.28377
675.61359	246.03569
676.00732	234.66643
676.40112	216.08305
676.79486	212.7225
677.1886	210.35056
677.58234	198.3215
677.97614	186.90341
678.36987	186.60001
678.76361	192.5341
679.15735	193.21214
679.55115	185.30881
679.94489	173.49069
680.33862	168.29135
680.73236	167.39999
681.12616	165.15642
681.5199	164.73511
681.91364	167.97725
682.30737	159.32773
682.70117	156.21844
683.09491	162.55814
683.48865	165.9574
683.88239	161.6008
684.27612	159.002
684.66992	159.48975
685.06366	156.82054
685.4574	160.03786
685.85114	162.94742
686.24493	154.93465
686.63867	160.64877
687.03241	161.68248
687.42615	157.10712
687.81995	149.77173
688.21368	146.14333
688.60742	158.88086
689.00116	157.99588
689.39496	158.07661
689.7887	159.96724
690.18243	161.65233
690.57617	159.67494
690.96997	157.22479
691.36371	155.58969
691.75745	151.58466
692.15118	150.80408
692.54498	155.94035
692.93872	147.47972
693.33246	156.26747
693.7262	161.21892
694.11993	165.59393
694.51373	168.17889
694.90747	159.21538
695.30121	160.0291
695.69495	162.00769
696.08875	166.98041
696.48248	172.1021
696.87622	173.8476
697.26996	177.77032
697.66376	180.23813
698.0575	183.82397
698.45123	190.5032
698.84497	197.03813
699.23877	191.64302
699.63251	208.39906
700.02625	214.52318
700.41998	225.52528
700.81378	238.63094
701.20752	242.52652
701.60126	258.65054
701.995	267.74564
702.38879	279.33975
702.78253	291.056
703.17627	302.0491
703.57001	320.45563
703.96375	323.69879
704.35754	319.87323
704.75128	328.94675
705.14502	344.25711
705.53876	343.42651
705.93256	354.38852
706.32629	344.9733
706.72003	343.0903
707.11377	349.46252
707.50757	352.91269
707.90131	331.47131
708.29504	327.61691
708.68878	327.16199
709.08258	324.19482
709.47632	315.97372
709.87006	303.74554
710.26379	302.92706
710.65759	293.9491
711.05133	287.34769
711.44507	276.64871
711.83881	257.22986
712.2326	241.84053
712.62634	239.48083
713.02008	242.95546
713.41382	237.32162
713.80756	224.14178
714.20135	218.66635
714.59509	216.701
714.98883	217.78711
715.38257	214.81255
715.77637	210.27771
716.1701	208.76117
716.56384	213.02049
716.95758	218.84898
